test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,decryption_applicable,decryption_kind,decryption_acknowledged_infeasible,decryption_plaintext_similarity,decryption_plaintext_exact_match,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_333,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,0.95,3,2,True,True
test_334,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,2,True,True
test_335,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_336,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_337,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,True,none,False,0.0,False,0.917,0.95,4,3,True,True
test_338,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.9,3,3,True,True
test_339,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_340,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.336,0.1,0.778,True,plaintext_similarity,False,0.778,False,0.929,0.95,4,4,False,True
test_341,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,3,False,True
test_342,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,3,True,True
test_343,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.95,3,3,True,True
test_344,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.657,0.567,0.0,True,none,False,0.0,False,1.0,0.85,3,3,True,True
test_345,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.863,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.5,1.0,3,3,True,True
test_346,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.9,4,3,True,True
test_347,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.622,0.3,0.0,True,none,False,0.0,False,0.917,0.95,3,3,True,True
test_348,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.583,0.0,0.0,False,not_applicable,True,0.0,False,0.833,0.98,3,2,True,True
test_349,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,3,2,False,True
test_350,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_351,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_352,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_353,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.98,3,2,True,True
test_354,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.95,4,4,True,True
test_355,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_356,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.767,0.3,0.556,True,plaintext_similarity,False,0.556,False,0.7,0.92,3,3,True,True
test_357,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,False,not_applicable,True,0.0,False,0.9,0.98,3,3,True,True
test_358,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.57,0.0,0.0,False,not_applicable,True,0.0,False,0.7,0.98,4,2,True,True
test_359,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_360,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_361,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_362,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_363,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,2,False,True
test_364,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_365,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,False,not_applicable,True,0.0,False,1.0,0.95,3,2,True,True
test_366,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.615,0.233,0.0,True,none,False,0.0,False,0.917,0.95,4,2,True,True
test_367,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,3,False,True
test_368,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_369,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,3,2,True,True
test_370,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,3,True,True
test_371,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.7,3,2,False,True
test_372,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.567,0.0,0.0,False,not_applicable,True,0.0,False,0.667,0.98,4,3,True,True
test_373,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_374,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.4,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_375,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_376,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_377,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.882,0.033,1.0,True,plaintext_similarity,False,1.0,True,0.786,1.0,3,4,True,True
test_378,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,ack_infeasible,True,0.0,False,1.0,0.95,4,2,True,True
test_379,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.95,4,4,True,True
test_380,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_381,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.9,4,2,False,True
test_382,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,3,False,True
test_383,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_384,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,4,4,False,True
test_385,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_386,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,4,2,False,True
test_387,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_388,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_389,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,3,False,True
test_390,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.667,0.4,0.091,True,plaintext_similarity,False,0.091,False,1.0,0.9,3,2,True,True
test_391,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_392,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,3,True,True
test_393,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,1.0,3,2,False,True
test_394,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.075,0.1,0.0,False,not_applicable,False,0.0,False,0.65,0.95,3,2,False,True
test_395,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_396,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.633,0.0,0.143,True,plaintext_similarity,False,0.143,False,0.9,0.95,4,3,True,True
test_397,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_398,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,1.0,4,2,False,True
test_399,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.98,3,2,True,True
test_400,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.9,3,3,True,True
test_401,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.64,0.4,0.0,False,not_applicable,True,0.0,False,1.0,0.95,3,2,True,True
test_402,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_403,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,0.98,4,2,True,True
test_404,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.85,3,3,False,True
test_405,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.607,0.4,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,2,True,True
test_406,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.9,3,2,False,True
test_407,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,0.98,4,2,True,True
test_408,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.214,0.1,0.429,True,plaintext_similarity,False,0.429,False,0.75,0.95,4,3,False,True
test_409,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_410,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_411,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,2,False,True
test_412,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.627,0.3,0.1,True,plaintext_similarity,False,0.1,False,0.667,0.95,3,3,True,True
test_413,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,False,not_applicable,False,0.0,False,0.833,0.95,4,3,False,True
test_414,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.075,0.1,0.0,False,not_applicable,False,0.0,False,0.65,0.95,4,2,False,True
test_415,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_416,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.85,3,3,False,True
test_417,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_418,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_419,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,4,2,True,True
test_420,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,4,3,False,True
test_421,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.64,0.4,0.0,False,not_applicable,True,0.0,False,1.0,0.98,3,2,True,True
test_422,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_423,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,2,True,True
test_424,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.88,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.667,1.0,3,3,True,True
test_425,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,1.0,4,2,True,True
test_426,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.252,0.1,0.5,True,plaintext_similarity,False,0.5,False,0.917,0.95,4,3,False,True
test_427,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,3,True,True
test_428,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.068,0.1,0.0,False,not_applicable,False,0.0,False,0.583,1.0,4,3,False,True
test_429,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_430,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.877,0.567,0.8,True,plaintext_similarity,False,0.8,False,0.8,0.95,3,3,True,True
test_431,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,1.0,4,3,True,True
test_432,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.4,0.0,False,not_applicable,True,0.0,False,0.8,0.95,3,2,True,True
test_433,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,False,not_applicable,True,0.0,False,0.9,1.0,4,2,True,True
test_434,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_435,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.657,0.3,0.125,True,plaintext_similarity,False,0.125,False,0.9,0.95,4,4,True,True
test_436,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.736,0.9,0.154,True,plaintext_similarity,False,0.154,False,1.0,0.95,4,2,True,True
test_437,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,2,False,True
test_438,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.95,4,4,True,True
test_439,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_440,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_441,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.965,0.9,1.0,True,plaintext_similarity,False,1.0,True,0.75,1.0,3,4,True,True
test_442,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,2,False,True
test_443,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_444,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.293,0.1,0.692,True,plaintext_similarity,False,0.692,False,0.75,0.95,4,4,False,True
test_445,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,True,none,False,0.0,False,0.917,0.95,4,4,True,True
test_446,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_447,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.61,0.3,0.0,True,none,False,0.0,False,0.8,0.85,3,3,True,True
test_448,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.853,0.133,0.909,True,plaintext_similarity,False,0.909,False,0.667,1.0,3,3,True,True
test_449,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,False,True
test_450,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_451,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.9,3,2,True,True
test_452,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.8,3,3,False,True
test_453,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.901,0.3,1.0,True,plaintext_similarity,False,1.0,True,0.714,0.95,4,4,True,True
test_454,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.95,3,3,True,True
test_455,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.59,0.3,0.0,False,not_applicable,False,0.0,False,0.6,0.95,4,3,True,True
test_456,Substitution cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.09,0.1,0.0,True,none,False,0.0,False,0.8,0.95,3,4,False,True
test_457,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,4,3,False,True
test_458,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_459,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.59,0.0,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_460,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.085,0.1,0.0,True,none,False,0.0,False,0.75,0.95,3,4,False,True
test_461,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_462,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,True,none,False,0.0,False,0.833,0.9,4,3,True,True
test_463,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.873,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.6,1.0,3,3,True,True
test_464,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.623,0.233,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_465,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.57,0.0,0.0,False,not_applicable,False,0.0,False,0.7,1.0,3,2,True,True
test_466,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_467,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,4,4,False,True
test_468,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,1,False,True
test_469,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.603,0.133,0.0,True,none,False,0.0,False,0.9,0.8,3,3,True,True
test_470,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,1,False,True
test_471,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.9,3,2,False,True
test_472,Substitution cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.123,0.1,0.125,True,plaintext_similarity,False,0.125,False,0.75,0.95,3,3,False,True
test_473,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,3,False,True
test_474,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_475,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_476,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,3,2,False,True
test_477,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.98,3,2,True,True
test_478,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_479,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_480,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.663,0.3,0.111,True,plaintext_similarity,False,0.111,False,1.0,0.9,4,3,True,True
test_481,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.567,0.0,0.0,False,not_applicable,True,0.0,False,0.667,1.0,4,2,True,True
test_482,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_483,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.647,0.467,0.0,True,none,False,0.0,False,1.0,0.85,4,4,True,True
test_484,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.148,0.1,0.125,True,plaintext_similarity,False,0.125,False,1.0,0.95,3,2,False,True
test_485,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.98,4,3,False,True
test_486,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,True,none,False,0.0,False,1.0,0.95,4,4,True,True
test_487,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,False,True
test_488,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.4,0.0,False,not_applicable,False,0.0,False,0.6,1.0,3,2,True,True
test_489,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,4,3,False,True
test_490,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_491,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_492,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.09,0.1,0.0,True,none,False,0.0,False,0.8,0.85,3,2,False,True
test_493,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_494,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.127,0.1,0.111,True,plaintext_similarity,False,0.111,False,0.833,0.9,4,4,False,True
test_495,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_496,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,True,none,False,0.0,False,0.833,0.95,4,3,True,True
test_497,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,ack_infeasible,True,0.0,False,1.0,0.98,4,2,True,True
test_498,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.61,0.3,0.0,True,none,False,0.0,False,0.8,0.95,4,4,True,True
test_499,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.298,0.1,0.727,True,plaintext_similarity,False,0.727,False,0.7,0.95,3,3,False,True
