test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_409,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.68,0.8,0.0,1.0,0.9,4,3,True,True
test_410,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,0.917,0.7,4,3,False,True
test_411,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.67,0.8,0.0,0.9,0.6,3,3,True,True
test_412,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_413,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.9,3,3,False,True
test_414,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,3,3,False,True
test_415,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.613,0.3,0.0,0.833,0.8,4,3,True,True
test_416,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_417,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,3,3,True,True
test_418,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.8,4,3,False,True
test_419,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.59,0.0,0.0,0.9,0.95,4,3,True,True
test_420,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,5,4,False,True
test_421,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_422,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.7,3,3,True,True
test_423,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.1,0.1,0.0,0.9,0.7,4,4,False,True
test_424,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.09,0.1,0.0,0.8,0.7,4,3,False,True
test_425,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.92,3,3,True,True
test_426,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.093,0.1,0.0,0.833,0.6,4,3,False,True
test_427,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.75,3,3,True,True
test_428,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,3,2,False,True
test_429,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,0.833,0.8,3,3,False,True
test_430,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.927,0.567,1.0,0.7,0.95,3,3,True,True
test_431,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,5,4,True,True
test_432,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.09,0.1,0.0,0.8,0.95,4,3,False,True
test_433,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_434,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.623,0.0,0.111,0.9,0.95,4,3,True,True
test_435,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.093,0.1,0.0,0.833,0.3,4,3,False,True
test_436,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.132,0.1,0.1,0.917,0.9,4,4,False,True
test_437,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.67,0.8,0.0,0.9,0.6,3,3,True,True
test_438,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.102,0.1,0.0,0.917,0.6,4,3,False,True
test_439,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.93,4,3,True,True
test_440,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.18,3,3,True,True
test_441,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_442,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,3,3,False,True
test_443,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,4,3,False,True
test_444,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.67,0.9,0.0,0.8,0.4,4,3,True,True
test_445,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,0.9,0.6,3,3,True,True
test_446,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.93,4,3,True,True
test_447,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.8,3,2,False,True
test_448,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.877,0.567,0.8,0.8,0.95,3,3,True,True
test_449,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.7,4,3,False,True
test_450,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.12,4,3,True,True
test_451,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.85,5,3,True,True
test_452,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_453,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,0.9,0.6,4,3,True,True
test_454,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.85,4,3,True,True
test_455,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.9,3,3,True,True
test_456,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.832,0.4,0.667,0.917,0.8,3,2,True,True
test_457,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,4,False,True
test_458,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.35,4,3,True,True
test_459,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_460,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,1.0,0.6,3,3,True,True
test_461,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.78,1.9,0.0,0.9,0.6,4,3,True,True
test_462,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.65,3,3,False,True
test_463,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_464,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_465,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.95,4,3,True,True
test_466,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_467,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.67,0.9,0.0,0.8,0.9,4,3,True,True
test_468,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.7,3,3,True,True
test_469,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.7,4,3,True,True
test_470,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,3,3,True,True
test_471,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.79,1.9,0.0,1.0,0.6,4,3,True,True
test_472,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_473,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,3,3,False,True
test_474,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.92,4,4,False,True
test_475,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.6,3,3,True,True
test_476,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.65,3,3,False,True
test_477,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_478,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.09,0.1,0.0,0.8,0.7,4,3,False,True
test_479,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.59,0.0,0.0,0.9,0.95,4,4,True,True
test_480,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.093,0.1,0.0,0.833,0.4,3,3,False,True
test_481,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_482,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.9,3,2,False,True
test_483,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_484,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.92,4,3,True,True
test_485,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.75,4,3,False,True
test_486,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_487,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_488,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.613,0.3,0.0,0.833,0.8,5,3,True,True
test_489,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_490,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,0.917,0.95,4,4,False,True
test_491,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_492,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.605,0.133,0.0,0.917,0.6,4,3,True,True
test_493,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.682,0.9,0.0,0.917,0.9,4,3,True,True
test_494,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.7,4,3,False,True
test_495,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,4,False,True
test_496,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.093,0.1,0.0,0.833,0.4,4,3,False,True
test_497,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_498,Vigenère cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_499,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,4,4,False,True
test_500,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_501,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,3,3,True,True
test_502,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,4,True,True
test_503,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_504,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_505,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,0.917,0.75,4,3,True,True
test_506,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,0.917,0.45,4,3,True,True
test_507,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_508,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.6,4,3,True,True
test_509,AES-CBC,modern_symmetric,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_510,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_511,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.9,3,3,False,True
test_512,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.8,3,3,False,True
test_513,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.102,0.1,0.0,0.917,0.6,4,3,False,True
test_514,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_515,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,4,4,True,True
test_516,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.2,0.0,1.0,0.95,4,4,True,True
test_517,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.592,0.0,0.0,0.917,0.95,4,4,True,True
test_518,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,5,4,False,True
test_519,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.703,0.8,0.111,0.9,0.8,4,3,True,True
test_520,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_521,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.8,3,3,True,True
test_522,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.927,0.567,1.0,0.7,0.99,3,3,True,True
test_523,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_524,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_525,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.3,0.0,0.9,0.9,4,3,True,True
test_526,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.85,3,3,False,True
test_527,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.768,0.3,0.462,1.0,0.6,3,2,True,True
test_528,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_529,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.85,3,3,True,True
test_530,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.07,0.1,0.0,0.6,0.9,3,3,False,True
test_531,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,3,2,False,True
test_532,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,0.917,0.65,4,3,True,True
test_533,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_534,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.75,4,3,True,True
test_535,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.95,4,4,False,True
test_536,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.131,0.1,0.125,0.833,0.4,3,3,False,True
test_537,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_538,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.62,0.3,0.0,0.9,0.9,4,3,True,True
test_539,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_540,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.622,0.3,0.0,0.917,0.7,3,3,True,True
test_541,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_542,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.085,0.1,0.0,0.75,0.6,4,3,False,True
test_543,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_544,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_545,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.9,4,3,False,True
test_546,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.592,0.0,0.0,0.917,0.95,3,3,True,True
test_547,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.8,3,3,False,True
test_548,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.8,3,3,False,True
test_549,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.6,3,3,True,True
test_550,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,0.9,0.95,4,3,True,True
test_551,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_552,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_553,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.9,4,3,True,True
test_554,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.6,3,3,True,True
test_555,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.69,0.9,0.0,1.0,0.95,4,3,True,True
test_556,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_557,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.75,4,3,False,True
test_558,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.9,4,3,False,True
test_559,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.612,0.2,0.0,0.917,0.95,4,4,True,True
test_560,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.7,4,3,True,True
test_561,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,4,3,False,True
test_562,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_563,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.09,0.1,0.0,0.8,0.3,3,3,False,True
test_564,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.59,0.0,0.0,0.9,0.7,4,3,True,True
test_565,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_566,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,4,False,True
test_567,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.7,4,3,False,True
test_568,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.75,3,3,False,True
test_569,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,4,False,True
test_570,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,4,3,False,True
test_571,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_572,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.8,3,3,True,True
test_573,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.09,0.1,0.0,0.8,0.6,3,3,False,True
test_574,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.68,0.8,0.0,1.0,0.9,4,4,True,True
test_575,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.9,3,3,True,True
test_576,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.8,4,3,False,True
test_577,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.592,0.0,0.0,0.917,0.92,4,4,True,True
test_578,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.59,0.0,0.0,0.9,0.95,3,3,True,True
test_579,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_580,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_581,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_582,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.28,4,3,True,True
test_583,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_584,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.8,4,3,True,True
test_585,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.6,3,3,True,True
test_586,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_587,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_588,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.88,0.0,1.0,0.8,0.95,3,3,True,True
test_589,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.7,4,3,False,True
test_590,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.6,4,3,False,True
test_591,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.6,3,3,True,True
test_592,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.8,3,3,False,True
test_593,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.65,3,3,False,True
test_594,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.08,0.1,0.0,0.7,0.9,3,3,False,True
test_595,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.9,4,4,False,True
test_596,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.75,4,3,True,True
test_597,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_598,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.57,0.0,0.0,0.7,0.7,3,3,True,True
test_599,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.63,0.3,0.0,1.0,0.25,4,3,True,True
test_600,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.35,4,3,False,True
test_601,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_602,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.828,1.9,0.125,1.0,0.8,4,3,True,True
test_603,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_604,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_605,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.135,0.1,0.111,0.917,0.75,4,3,False,True
test_606,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,4,3,True,True
test_607,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,1.0,0.2,4,3,True,True
test_608,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.605,0.133,0.0,0.917,0.92,3,3,True,True
test_609,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.8,4,3,True,True
test_610,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.92,4,3,True,True
test_611,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.133,0.1,0.111,0.9,0.6,3,3,False,True
test_612,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.75,4,3,False,True
